order_id,customer_id,customer_name,product_id,product_name,product_category,payment_type,qty,price,datetime,city,country,ecommerce_website_name,payment_txn_id,payment_txn_success,failure_reason
3525,225,Patricio Jenni,4038249066491,History of England,history,2,3,$16.99,2021-08-30 12:17:32,Nantes,France,Amazon.com,8beb286c-303c-4163-8389-19b3ffe86db5,Y,
3526,366,Benno Villamil,9852741974369,Philosophy: Who Needs It,philosophy,3,2,$17.99,2021-06-16 12:47:36,Merida,Mexico,Ebay.com,44ffb6a6-962a-417e-a327-34dfcade6bcc,Y,
3527,375,Constance Schacht,1955013187059,Selected Short Stories,fiction,2,8,$30.99,2021-06-25 20:59:16,Lisbon,Portugal,Barnesandnoble.com,6d1e4697-9583-43be-ac3a-fda40f7412ff,Y,
3528,271,Elisabeth Cuesta,7608116050198,Idea of Justice,nonfiction,2,7,$21.99,2021-11-14 08:01:49,Monterrey,Mexico,Powellsbooks.com,04bc4b04-fa37-4ab2-b421-e564828163c1,Y,
3529,259,Megan Rengifo,1448580997348,Simpsons & Their Mathematical Secrets,science,2,4,$36.99,2021-12-06 22:36:50,Perugia,Italy,Ebay.com,b43b2518-ea5c-4c77-929b-5611615cf3c7,Y,
3530,255,Onur Colletti,6360940955575,Empire of the Mughal - Brothers at War,history,3,6,$40.99,2021-08-18 12:49:37,Tomar,Portugal,Ebay.com,cf7eec40-674b-474b-8a38-701a45a371e0,Y,
3531,420,Gerald Velázquez,1428512400030,Python for Data Analysis,data_science,3,10,$37.99,2021-12-18 13:29:39,Florida,United States,Mcnallyrobinson.com,58486995-a585-49fb-90d0-7fa329ac31bc,Y,
3532,281,Dietmar Breton,7970341489266,Computer Vision,data_science,2,2,$34.99,2021-09-27 09:25:53,Merida,Mexico,Costco.com,68b12541-ea51-44ca-a7e4-fa81bed7f2df,Y,
3533,324,Charlotte Pedroni,0885590262287,City of Joy,fiction,1,7,$37.99,2021-06-06 11:34:49,Merida,Mexico,Daedalus Books,1b26354a-9340-42a2-8a89-d227d43af0e0,N,Card declined
3534,281,Dietmar Breton,2082965708694,Ashenden of The British Agent,fiction,1,10,$21.99,2021-07-17 00:35:22,Merida,Mexico,Audiobooks.com,f2bd284f-5de6-416c-87ca-9938035e824c,N,Card declined
3535,169,Benito Jacques,7355645641747,Power Electronics - Rashid,computer_science,1,6,$15.99,2021-04-14 05:49:39,Benin city,Nigeria,Kidsbooks.com,cf8fa9fd-0126-4981-958a-518c1e940aff,N,Failed to connect to server
3536,469,Aldemar Käser,9451744666020,Russian Journal,nonfiction,3,8,$35.99,2021-04-24 18:04:35,cambridge,England,Amazonbooks.com,f9a76c4c-9b40-44ad-99bb-c13c8b8a189a,Y,
3537,103,Carolyn Kade,7879936847354,Neural Networks,data_science,1,3,$23.99,2021-04-27 19:18:47,Monterrey,Mexico,Albris.com,1d9525c9-3c00-436a-8886-e5b88adabd28,Y,
3538,293,Sieglinde Campo,0402163968379,Social Choice & Welfare,economics,1,8,$32.99,2021-12-24 03:53:08,capri,Italy,Barnesandnoble.com,db3d57fe-8cf4-4d6d-b025-4c1da6c472a0,Y,
3539,241,Piergiorgio Bedoya,3764092627909,Justice League: Throne of Atlantis,comic,2,3,$25.99,2021-12-27 03:17:52,Valencia,Spain,Ebay.com,bb3ddd65-fa9b-4361-a50f-6390f94b36d0,Y,
3540,402,Grégoire Buitrago,4815525780346,Code Book,science,1,5,$33.99,2021-01-26 15:47:16,Tijuana,Mexico,Audiobooks.com,89026563-9ca9-4843-b803-fb78ee034dda,Y,
3541,212,Julio César Vogel,2040752275866,Last Lecture,nonfiction,2,1,$28.99,2021-06-14 19:06:00,Tomar,Portugal,Booktopia.com,57e87043-5ef9-4359-afd1-81e3da4f6927,Y,
3542,30,Christine Morales,0199226066959,Short History of the World,history,1,4,$40.99,2021-03-10 14:21:17,Jos,Nigeria,Thestrand.com,d2e1427c-725f-41d7-a7cb-ca362d97e3b7,Y,
3543,109,Lisa Egger,9852741974369,Philosophy: Who Needs It,philosophy,3,2,$17.99,2021-05-17 15:39:13,Florence,Italy,Target.com,6feca955-0372-4a60-9cbc-5af14d186a55,Y,
3544,453,Sinan Bernal,1955013187059,Selected Short Stories,fiction,3,5,$30.99,2021-01-08 14:25:38,Osaka,Japan,Booksamillion.com,9abcdc33-0685-41a2-8e29-d2f5d233a1b4,Y,
3545,384,Aldo Restrepo,9271908957746,Winter of Our Discontent,fiction,1,3,$32.99,2021-09-04 10:43:12,Leon,Mexico,Wordery.com,35be9f08-7fb0-412c-b499-528b45f5d4c7,Y,
3546,399,Lieselotte Chávez,3852654760482,Age of Discontuinity,economics,3,2,$17.99,2021-12-12 05:33:19,Turin,Italy,Costco.com,03333092-0a79-4251-9d87-bb92693f6af8,Y,
3547,461,Israel Küng,6546118775514,Complete Sherlock Holmes,fiction,3,9,$18.99,2021-03-12 03:41:18,San Jose,United States,Mcnallyrobinson.com,704c323e-8031-444e-bd5d-150c02f756c9,Y,
3548,221,Rosa-Maria Castaño,2560976701724,Freakonomics,economics,3,6,$32.99,2021-06-17 03:30:58,San Jose,United States,Waterstones.com,c2f807a6-c42f-4ef2-9887-24c30aac7d67,Y,
3549,106,Senad Gasser,0743615110503,Unpopular Essays,philosophy,3,3,$32.99,2021-03-29 13:33:51,Turin,Italy,Ebay.com,37aebc7a-188c-482c-b220-9b7f08623484,Y,
3550,394,Ivano Buchanan,3511087317648,Tao of Physics,science,3,4,$25.99,2021-05-12 02:49:21,Bremen,Germany,Barnesandnoble.com,5d61c692-4ca7-4cd0-8611-45cf854d8d35,N,Failed to connect to server
3551,150,Massimo Jaramillo,1972966875772,Farewell to Arms,fiction,3,3,$32.99,2021-08-16 02:58:35,Nice,France,Thestrand.com,97e1f405-3632-46e7-afdb-a1aac1949837,Y,
3552,34,Michelle Hunter,6029061126485,Soft Computing & Intelligent Systems,data_science,2,4,$37.99,2021-02-16 07:04:32,Lille,France,Amazon.com,3b58d40c-388d-42af-8452-7c290d1dd7af,Y,
3553,498,Travis Bataglia,5707427093053,Sea of Poppies,fiction,2,1,$17.99,2021-07-03 00:44:53,Phoenix,United States,Waterstones.com,1a98dfc6-f814-4673-adab-6473f3c4cbd6,N,Failed to connect to server
3554,115,José María Mans,2129188966446,Maugham's Collected Short Stories,fiction,3,10,$24.99,2021-11-05 05:01:30,Vallodolid,Mexico,Hive.com,80ea8bd7-f202-457d-9d50-1011940946a0,Y,
3555,60,Marleen Bianchi,9676993002485,Jurassic Park,fiction,3,10,$34.99,2021-04-22 04:27:30,Kamakura,Japan,Audiobooksnow.com,301d1486-e986-4059-8764-d1072320cec3,N,Failed to connect to server
3556,110,Alessia Cruz,5861837446677,More Tears to Cry,fiction,3,6,$21.99,2021-12-28 23:20:33,Bilbao,Spain,Kidsbooks.com,0825609a-4574-4557-98aa-38a893c46836,Y,
3557,388,Consuelo Black,2076984564287,Statistical Decision Theory',data_science,1,5,$24.99,2021-08-04 08:42:23,cambridge,England,Walmart.com,54d5ec0a-e62a-43ec-98fa-5855310747f1,N,Failed to connect to server
3558,432,Alfio Pizarro,3688712180103,Attorney,fiction,3,9,$30.99,2021-07-29 09:17:17,Stuttgart,Germany,Chapters.indigo.ca,d10aefe4-fe2e-48d6-9b68-dd67a55ae2f4,Y,
3559,371,Arthur Briones,3852654760482,Age of Discontuinity,economics,2,4,$17.99,2021-03-21 09:15:45,Cologne,Germany,Hive.com,7c56ad4a-03d2-4f49-8bf2-8ab518ff4481,Y,
3560,440,Ivo Pizzamano,2560976701724,Freakonomics,economics,1,3,$32.99,2021-01-08 03:37:21,Birmingham,England,Hudsonbooksellers.com,8ae9cb5f-bf6e-46fe-9337-c51df0c663ff,Y,
3561,446,Sylvia Meza,8241730428142,Complete Sherlock Holmes,fiction,1,2,$24.99,2021-10-21 03:12:44,New York,United States,Ebay.com,68422b80-9281-496c-9e87-324213118ff6,Y,
3562,229,Judy Simon,0777067771111,Maqta-e-Ghalib,fiction,1,2,$25.99,2021-12-11 08:21:45,Aviero,Portugal,Indiebound.com,b149ec2c-fa2e-495e-a89e-2cde6572368a,Y,
3563,323,Benjamin Collet,3511087317648,Tao of Physics,science,2,8,$25.99,2021-06-07 20:03:55,Marseille,France,Amazon.com,9c0bbc46-d89d-464b-b8de-b3303e3eea13,N,Failed to connect to server
3564,405,Gion Pires,0250592763672,Batatyachi Chal,fiction,3,8,$19.99,2021-01-19 08:13:15,Washington DC,United States,Target.com,e386cb87-c3c5-4ffa-85c9-3375cab6f46e,Y,
3565,66,David Hentschel,2272998693009,Animal Farm,fiction,2,3,$23.99,2021-12-20 22:01:41,Jos,Nigeria,Waterstones.com,0071ac86-59c1-47b4-a95f-5ffb19cdaca4,N,Card declined
3566,424,Bilal Guzmán,3893055508242,Veteran,fiction,2,8,$18.99,2021-06-19 00:48:49,Paris,France,Hudsonbooksellers.com,afe64b93-3591-441e-aa13-cd84825f3d1c,Y,
3567,231,Orazio Pedroza,0743615110503,Unpopular Essays,philosophy,3,5,$32.99,2021-08-25 03:03:49,Benin city,Nigeria,Booksamillion.com,74ea0265-b50a-40d3-8fb8-be1a05ee7951,N,Failed to connect to server
3568,429,Olivie Long,3674656412936,Prince,philosophy,2,9,$21.99,2021-11-02 02:49:12,Tokyo,Japan,Waterstones.com,c7be7f78-d5a6-4608-8a2e-5ba4755e944f,Y,
3569,482,Théodore Cortez,6179722576293,From Beirut to Jerusalem,history,2,2,$28.99,2021-02-05 22:14:27,Valencia,Spain,Booksamillion.com,f8d0b509-a27a-4bbc-8c6b-b7513ad07c8f,Y,
3570,277,Diedrich Gallet,1237933236599,Freedom at Midnight,history,3,6,$18.99,2021-01-02 08:12:36,Ibadan,Nigeria,Mcnallyrobinson.com,73cdd2bf-a939-42ca-9d9e-59533b384e4d,Y,
3571,445,Simone Verduzco,4038249066491,History of England,history,3,10,$16.99,2021-08-10 10:24:26,Paris,France,Albris.com,d41a8576-ee61-41f0-ad3c-e81db56e0329,N,Card declined
3572,343,Óscar Otto,1403292594001,Murphy's Law,nonfiction,2,3,$28.99,2021-06-11 23:30:23,Hiroshima,Japan,Powellsbooks.com,9a8e4136-28cd-4883-a393-d34a9535d17d,Y,
3573,415,Ever Bouvet,1620766075419,Moon is Down,fiction,3,8,$40.99,2021-04-27 18:18:38,Naples,Italy,Kidsbooks.com,a30f5f5c-59f7-4014-a384-8b887a809abb,Y,
3574,370,Wieslaw Montaño,6360940955575,Empire of the Mughal - Brothers at War,history,2,8,$40.99,2021-04-02 16:55:37,Kure,Japan,Bookoutlet.com,3d5bbc2e-e51e-4f98-9781-a0d705d111e9,Y,
3575,492,Malika Rousset,0285332342282,Ropemaker,fiction,1,9,$20.99,2021-10-13 03:10:26,Benin city,Nigeria,Ebay.com,8a8c4ad8-2dfd-4c63-ada0-5f62cea87de7,Y,
3576,27,Carla Parker,4870898407610,Doctor in the Nude,fiction,2,1,$34.99,2021-11-30 03:25:55,Strasbourg,France,Ebay.com,da6f21a0-5577-4f31-aafb-f84d18d8bb66,Y,
3577,244,Fernando Schiavone,0199226066959,Short History of the World,history,2,9,$40.99,2021-05-11 02:17:13,Munich,Germany,Wordery.com,b59a0419-d83e-48dd-9374-0e9bb320b7c1,Y,
3578,180,Éric Benavides,1663763637693,Doctor on the Brain,fiction,2,3,$21.99,2021-02-11 03:56:25,cambridge,England,Hive.com,0d2c7807-65a8-4488-8e51-22aa40ec6c7e,Y,
3579,161,Grace Riascos,1020984536356,Image Processing with MATLAB,signal_processing,3,2,$18.99,2021-04-20 07:34:35,Monterrey,Mexico,Costco.com,769eefba-4d8a-4f75-9c62-3f2ebba8cd8d,Y,
3580,283,Ingo Sánchez,0382778514294,On Education,philosophy,1,9,$25.99,2021-05-17 18:26:12,capri,Italy,Chapters.indigo.ca,47de8283-ad5a-49c9-bd45-ea0aa662353b,Y,
3581,341,Zachary Hill,5938805880273,Men of Mathematics,mathematics,1,10,$21.99,2021-11-08 06:39:24,Bristol,England,Albris.com,7f8d1c82-746b-4389-9413-ca38404f7d8c,Y,
3582,372,Kathleen Glenn,0700300351054,Case of the Lame Canary,fiction,3,5,$40.99,2021-04-19 07:21:03,Porto,Portugal,Barnesandnoble.com,502e4e63-8d3f-406a-b706-2c96bcb9c799,Y,
3583,449,Efrén Treves,2560976701724,Freakonomics,economics,1,10,$32.99,2021-03-14 00:48:23,Uyo,Nigeria,Wordery.com,cef4dbf2-e689-4b23-b210-ed4fa7dcd1a2,N,Failed to connect to server
3584,60,Marleen Bianchi,0829821532305,Electric Universe,science,1,8,$33.99,2021-09-08 21:18:29,Kamakura,Japan,Booksamillion.com,4e1d191f-59f2-40e7-80a1-ca68ebd19834,Y,
3585,98,Ninetta Mangold,4855909776589,Introduction to Algorithms,computer_science,1,5,$40.99,2021-10-04 12:55:49,Mexico City,Mexico,Kidsbooks.com,52ba69a4-d74b-4b4c-aad4-c784fd031c83,Y,
3586,381,Rocío Morandini,0222708086258,Clash of Civilizations and Remaking of the World Order,history,2,8,$17.99,2021-02-10 05:13:18,Stuttgart,Germany,Audiobooks.com,eb481f94-529f-425d-ba1c-3c646092fa19,Y,
3587,11,Andrew Erni,2250909255447,Beyond the Three Seas,history,3,9,$25.99,2021-09-17 11:54:08,Leeds,England,Waterstones.com,14d62f1e-38f8-4d19-a134-133b65c3197d,Y,
3588,91,Viviane Walter,3028746881193,Devil's Advocate,fiction,2,10,$34.99,2021-10-10 16:48:31,San Diego,United States,Kidsbooks.com,449e257d-c38a-46a6-ace4-0e8d14c79761,Y,
3589,365,Anaïs Palacios,1435212503008,Vyakti ani Valli,nonfiction,3,10,$37.99,2021-10-08 08:23:37,Lyon,France,Thriftbooks.com,5f7b2a74-c79e-4da4-aa82-60df70689aad,Y,
3590,119,William Mejía,2320947112207,Drunkard's Walk,science,2,9,$27.99,2021-11-25 15:28:31,Florida,United States,Chapters.indigo.ca,817c9549-08d8-4622-baad-8ad49f1a58a6,Y,
3591,323,Benjamin Collet,3236397524585,Arthashastra,philosophy,3,6,$18.99,2021-03-17 19:53:03,Marseille,France,Thestrand.com,d05cb6e1-541e-4b2c-bb12-3f34afbce2d6,Y,
3592,374,Kristina Maurice,0754706381207,Analysis,mathematics,2,7,$40.99,2021-04-17 19:27:51,Dallas,United States,Booktopia.com,41870a86-c55d-49f3-9bf3-f4627fdca4a6,Y,
3593,192,Louis Bradley,7166446595142,We the Living,fiction,2,2,$34.99,2021-07-16 11:18:07,mainz,Germany,Amazon.com,2ea8987c-74ef-45d2-a433-28f31e452e11,Y,
3594,15,Lara Wyss,8017563609061,Grapes of Wrath,fiction,2,1,$18.99,2021-01-29 07:36:36,Turin,Italy,Hive.com,0e5c2a07-d56e-4cf8-aa1c-5dd5efdfa45f,Y,
3595,448,Carmenza Russell,3840730626869,Judge,fiction,3,3,$18.99,2021-07-27 18:22:14,Yokohama,Japan,Booksamillion.com,4fbea345-fe2e-4d6f-a0bc-0587a29e8a30,N,Card declined
3596,281,Dietmar Breton,6570040494380,Down and Out in Paris & London,nonfiction,2,1,$40.99,2021-08-12 20:52:34,Merida,Mexico,Kidsbooks.com,ed0fa734-c77f-46f4-a703-482288005633,Y,
3597,294,Arnaude Schottin,6802199317303,Statistical Learning Theory,data_science,2,7,$22.99,2021-12-20 02:16:43,Faro,Portugal,Target.com,36397f35-e279-4a66-aa54-c187ec6c41e9,Y,
3598,436,Brayan Kroker,7448529118944,Complete Mastermind,nonfiction,3,7,$38.99,2021-04-22 03:19:59,Berlin,Germany,ChronicleBooks.com,e7b0fd86-23f5-4f32-93f2-5dc5e225ce54,Y,
3599,122,Giampiero Keller,2087091634572,Age of Wrath,history,1,10,$31.99,2021-11-02 03:43:58,Paris,France,Thriftbooks.com,8afb757b-0124-4ffb-a5b2-ad45554d5287,Y,
3600,243,Kunibert Golino,9306046092513,Discovery of India,history,3,3,$17.99,2021-12-18 15:19:12,Bristol,England,Wordery.com,dca25d9b-35f0-4c95-995a-15944d737ad7,Y,
3601,284,Fabienne Bonnin,6075994497628,Apulki,nonfiction,3,5,$37.99,2021-08-20 11:43:09,Houston,United States,Hive.com,ad904244-1943-4c8a-a006-c1e361b9a414,Y,
3602,117,Caridad Meyer,7457928134813,20000 Leagues Under the Sea,fiction,2,8,$40.99,2021-06-27 19:27:08,Strasbourg,France,Costco.com,fcd15ca1-ecdc-41ee-8395-d03f45106e20,N,Failed to connect to server
3603,376,Darío Davila,2272998693009,Animal Farm,fiction,1,9,$23.99,2021-07-18 00:58:24,Valencia,Spain,Chapters.indigo.ca,03f52606-54b4-4dee-b842-c76b281836bf,Y,
3604,294,Arnaude Schottin,2016304461544,Broca's Brain,science,1,10,$35.99,2021-08-29 21:40:31,Faro,Portugal,Audible.com,410dd694-581b-43ae-8a16-bf68284102b1,Y,
3605,153,Inès Schäfer,0924367551961,Structure and Randomness,mathematics,3,7,$34.99,2021-02-18 05:28:06,Cordoba,Spain,Audiobooksnow.com,53c66ba0-545b-4f31-b6fb-1bd30c56f414,Y,
3606,262,Mauro Hernández,0603125023949,Scoop!,history,3,6,$40.99,2021-02-10 10:42:48,Bremen,Germany,Mcnallyrobinson.com,2863eccf-1c66-4796-b3df-d162ea65c4fb,Y,
3607,272,Erik Steinmann,0648870916627,New Markets & Other Essays,economics,2,3,$32.99,2021-05-20 14:19:59,Bordeaux,France,ChronicleBooks.com,2f2572ae-63a9-4451-872f-3c78b9cacfe0,Y,
3608,381,Rocío Morandini,0456007154275,Burning Bright,fiction,2,8,$29.99,2021-01-17 15:16:43,Stuttgart,Germany,Albris.com,fe2eb97a-56cb-4638-93b0-97ede36f7b1f,Y,
3609,52,Carlos Mosemann,0199226066959,Short History of the World,history,2,9,$40.99,2021-02-25 03:16:38,Brighton,England,Powellsbooks.com,0e25295d-ddb6-4644-93a6-3cdae845c13d,Y,
3610,47,Ramiro Porras,0603125023949,Scoop!,history,2,4,$40.99,2021-12-31 16:45:49,Strasbourg,France,Target.com,3317db06-7f0d-474f-a372-53eecad76ce8,Y,
3611,36,Cosima Beltrán,3532675926905,Moon and Sixpence,fiction,2,4,$23.99,2021-02-14 21:29:41,cardiff,England,Audible.com,faa9a092-fb0e-4835-bcd1-933c16157eab,Y,
3612,240,Corey Bruder,0885590262287,City of Joy,fiction,3,1,$37.99,2021-04-25 23:28:28,Yokohama,Japan,Booksamillion.com,4fc6cab6-a93a-4fdb-a00d-8beacae28e23,Y,
3613,127,Mercedes Blondel,5861837446677,More Tears to Cry,fiction,2,7,$21.99,2021-08-04 10:48:28,Dallas,United States,Chapters.indigo.ca,030cd8d7-549f-4c6e-8117-2107b0804587,Y,
3614,226,John Stiffel,3840730626869,Judge,fiction,3,1,$18.99,2021-04-28 13:07:46,cardiff,England,Hive.com,764ebff0-b914-4e6d-a51c-00baf5d7730d,N,Failed to connect to server
3615,252,Miguel Ledoux,6237625425664,Theory of Everything,science,2,9,$34.99,2021-03-02 17:50:49,Lisbon,Portugal,Hive.com,3f9d09d5-2e9d-4926-83c9-d84bac8aa1a2,Y,
3616,137,Camila Mannoia,0413525601230,Data Scientists at Work,data_science,3,2,$30.99,2021-06-16 14:24:21,Tavira,Portugal,Costco.com,3375702a-f5a4-4647-b919-fb294f6127df,Y,
3617,479,Antoine Bloch,2082965708694,Ashenden of The British Agent,fiction,3,5,$21.99,2021-04-15 12:44:56,Chicago,United States,Waterstones.com,35a6d5e8-e19d-4644-9cfd-a8080fd6e5a5,Y,
3618,6,Lorena Laine,0869141314564,Structure & Interpretation of Computer Programs,computer_science,1,1,$21.99,2021-04-09 00:14:08,Nuremberg,Germany,Albris.com,a97ac9c5-0f3d-42c8-98ed-62b8c1deca05,Y,
3619,95,Susanne Gilbert,6354603053579,Free Will,philosophy,2,6,$32.99,2021-05-06 16:43:48,Leipzig,Germany,Waterstones.com,bea3e5c0-7f28-4d65-90f3-2fb7f0115c1c,N,Failed to connect to server
3620,290,Alina Weber,3758257173400,Data Structures Using C & C++,computer_science,3,10,$15.99,2021-08-30 03:11:14,Tampico,Mexico,Audiobooksnow.com,4f4b0147-da76-4495-ba82-63ce56820464,Y,
3621,57,Anny Acuña,7879936847354,Neural Networks,data_science,2,2,$23.99,2021-04-01 03:08:13,Ibadan,Nigeria,Ebay.com,7708d636-264c-4e06-a4c9-2e74e6bb6e45,Y,
3622,183,Gabriel Mota,2369402245555,Beautiful and the Damned,nonfiction,2,1,$34.99,2021-06-01 23:33:43,Porto,Portugal,Walmart.com,e14d7f04-5dd3-4643-b06a-a6da02799b8f,Y,
3623,373,Kenneth Klotz,0869141314564,Structure & Interpretation of Computer Programs,computer_science,2,3,$21.99,2021-08-19 08:16:24,Florence,Italy,Audiobooksnow.com,ef961819-5745-47b6-bd7f-d1a0ba58f0ca,Y,
3624,120,Alexandrie Ospino,4802362382925,Angels & Demons,fiction,1,6,$37.99,2021-01-27 04:18:56,Florence,Italy,Audible.com,5f6f6a98-3a25-41e9-b61e-c1ad3ed8b11e,N,Card declined
3625,16,Sylvie Wolf,3513933287112,Orientalism,history,2,2,$23.99,2021-06-02 19:10:04,Tokyo,Japan,Daedalus Books,24c78886-7ee2-4c69-ba47-2ddf677b7e1c,Y,
3626,477,Jolanda Echeverría,6408115517026,Veil: Secret Wars of the CIA,history,3,8,$27.99,2021-01-17 00:54:40,Paris,France,Chapters.indigo.ca,3643f513-540d-4235-9737-6df96d450d22,Y,
3627,435,Melanie Marín,3793782527809,Karl Marx Biography,nonfiction,3,7,$19.99,2021-08-16 13:12:24,Barcelona,Spain,Amazon.com,07b24a5a-1d6d-4ac9-9279-f2a4a933f361,Y,
3628,199,Amedeo Guardado,4364000415582,Dongri to Dubai,nonfiction,1,7,$18.99,2021-09-24 19:07:09,lokoja,Nigeria,Chapters.indigo.ca,ed36239f-dae0-4b7a-96e0-1f752c077f87,Y,
3629,130,Manuel Parra,8139981492619,Numbers Behind Numb3rs,science,2,2,$40.99,2021-05-07 08:37:21,Guimaraes,Portugal,Thestrand.com,b6ec7915-eb6c-4c33-b18c-06fd735853cc,Y,
3630,65,Katherine Mallet,2271754203551,Catch 22,fiction,3,10,$17.99,2021-04-15 04:34:02,Turin,Italy,Daedalus Books,f6de28e6-6c55-4e2f-a339-d06f945d9acf,Y,
3631,435,Melanie Marín,4064488855367,Phantom of Manhattan,fiction,3,5,$20.99,2021-07-17 20:02:19,Barcelona,Spain,Thestrand.com,9a3b7031-06e1-4f42-9c41-62e053cf78e0,Y,
3632,276,Sean Romero,8017563609061,Grapes of Wrath,fiction,1,10,$18.99,2021-03-26 00:42:55,Leipzig,Germany,Audiobooks.com,d31e3b43-a8d9-4186-8413-7d262f4c7186,Y,
3633,402,Grégoire Buitrago,3458771652800,City of Djinns,history,3,8,$34.99,2021-02-15 22:58:19,Tijuana,Mexico,Kidsbooks.com,3fa0f162-992c-4064-9812-bb960dbb84bd,Y,
3634,250,Jessica Bader,0402163968379,Social Choice & Welfare,economics,1,5,$32.99,2021-03-03 21:27:09,Birmingham,England,Kidsbooks.com,1f6540be-dee7-474d-a5f0-19819382c478,Y,
3635,291,Manuela Schaub,3500631699682,Think Complexity,data_science,1,10,$32.99,2021-05-06 11:41:20,Phoenix,United States,Target.com,88ea27aa-8f03-4c5a-bc24-8a6e162df896,Y,
3636,284,Fabienne Bonnin,7187656016920,Data Analysis with Open Source Tools,data_science,3,2,$18.99,2021-09-17 00:04:36,Houston,United States,Walmart.com,adbacb24-c336-419b-af93-df04803a9390,Y,
3637,284,Fabienne Bonnin,6570040494380,Down and Out in Paris & London,nonfiction,2,6,$40.99,2021-07-12 17:28:04,Houston,United States,Hive.com,f79eb51b-273f-41f8-a0f3-0a49e56aab01,Y,
3638,415,Ever Bouvet,1418927626620,Learning OpenCV,data_science,3,1,$35.99,2021-04-22 02:49:40,Naples,Italy,Abebooks.com,41cd62c1-6cf1-44ae-b128-eae5f9833d41,Y,
3639,468,Marco Antonio Peano,3532675926905,Moon and Sixpence,fiction,1,6,$23.99,2021-02-13 11:51:05,New York,United States,Chapters.indigo.ca,5975ca54-5e1d-42e1-91f0-694abff72b5d,N,Card declined
3640,265,Gilles Pölitz,3082759451644,Flashpoint,comic,1,7,$36.99,2021-06-01 12:53:45,Leeds,England,Target.com,e267e370-5970-4205-9e22-8c1d85de1e20,Y,
3641,448,Carmenza Russell,4828298887549,Girl who played with Fire,fiction,1,7,$15.99,2021-09-22 14:45:06,Yokohama,Japan,Amazonbooks.com,a79e3178-e52a-43a0-8481-85948529733b,Y,
3642,463,Lioba Almonte,2690578771082,Deceiver,fiction,3,6,$36.99,2021-06-20 06:56:54,mainz,Germany,ChronicleBooks.com,4fffdc2c-7f13-410a-912b-adbf9e1c6bd9,Y,
3643,122,Giampiero Keller,3458771652800,City of Djinns,history,1,4,$34.99,2021-06-30 15:37:12,Paris,France,Wordery.com,c4e385aa-9a23-41a8-a010-5ebe9312e7bc,Y,
3644,392,Rita Fernandez,9852741974369,Philosophy: Who Needs It,philosophy,2,9,$17.99,2021-03-26 03:49:54,Malaga,Spain,Amazonbooks.com,9de96aa0-8cdd-45df-9497-981b1ff605ed,Y,
3645,9,Sandra Carre,9271908957746,Winter of Our Discontent,fiction,2,1,$32.99,2021-10-04 16:09:06,Genoa,Italy,Kidsbooks.com,0ab0749d-6edf-47c6-a2e9-ffc9ffadf7c4,N,Card declined
3646,413,Denis Garnier,4599246610938,New Machiavelli,fiction,2,4,$39.99,2021-05-31 04:07:12,Bordeaux,France,Thriftbooks.com,f28a80b3-350d-47e0-90f0-c8da4e7d881d,N,Card declined
3647,396,Ingelore Santana,0402163968379,Social Choice & Welfare,economics,1,10,$32.99,2021-04-14 21:18:55,cambridge,England,Thestrand.com,91340d36-8b01-43d7-9c3b-274458458a38,N,Card declined
3648,169,Benito Jacques,2016304461544,Broca's Brain,science,1,8,$35.99,2021-06-13 11:08:31,Benin city,Nigeria,Bookoutlet.com,98632db4-a0aa-4b59-b2ad-2e3cb4d97047,Y,
3649,54,Tullio Herrera,5871484185836,Nature of Statistical Learning Theory,data_science,3,9,$31.99,2021-01-16 11:33:36,Guimaraes,Portugal,Barnesandnoble.com,ef56ed46-808c-4ddf-abe9-1e490e6e5184,Y,
3650,462,Rosalba Jefferson,7166446595142,We the Living,fiction,1,4,$34.99,2021-09-03 03:58:02,Tampico,Mexico,Hive.com,9f23db7b-8fda-4e09-b650-a74e77d0c9ff,Y,
3651,314,Abraham Sauro,3458771652800,City of Djinns,history,2,7,$34.99,2021-07-03 11:53:53,Tampico,Mexico,Mcnallyrobinson.com,cb9058ce-ab18-4792-ba4b-7fd499329fbb,Y,
3652,50,Santiago Gaitán,6802199317303,Statistical Learning Theory,data_science,3,9,$22.99,2021-10-25 23:23:16,Salamanca,Spain,Albris.com,8c8dabfa-b323-4f93-999f-c1dcd8469fbc,Y,
3653,471,Kerim Boyer,3840730626869,Judge,fiction,3,2,$18.99,2021-01-30 14:05:32,Birmingham,England,Abebooks.com,a6c39441-7120-4ee0-b379-c33faa9d5b19,Y,
3654,196,Julio Gibbs,6360940955575,Empire of the Mughal - Brothers at War,history,3,5,$40.99,2021-08-05 01:58:21,Marseille,France,Mcnallyrobinson.com,a3a4bdc2-ae15-4573-990d-3cfb47d550a2,Y,
3655,133,Wiebke Duque,1868483396947,Image Processing & Mathematical Morphology,signal_processing,2,2,$40.99,2021-06-28 01:09:49,Lille,France,Costco.com,254ec636-c9c4-4430-9203-ed95642fc4c1,Y,
3656,72,Faber Nguyen,0222708086258,Clash of Civilizations and Remaking of the World Order,history,3,6,$17.99,2021-09-12 13:13:03,Faro,Portugal,Wordery.com,6180d831-f718-46e3-b9ab-fd1a78bc6ec7,Y,
