order_id,customer_id,customer_name,product_id,product_name,product_category,payment_type,quantity,price,datetime,city,country(state),ecommerce_website_name,payment_txn_id,payment_txn_success,failure_reason
2206,8, Justin Thomas,300995,Altima,Nissan,UPI,20,24900,6/17/2021 21:02,Asheville,North Carolina,Carfax,HQ-449478,Y,
2207,9, Chloe Howells,201081,Tucson,Hyundai,Card,5,24950,09-04-2021 20:33,Lake Charles,Louisiana,eBay,qe-731675,Y,
2208,14, Kumar Singh,200233,Explorer,Ford,Internet Banking,10,35510,11-07-2021 08:56,Beckley,West Virginia,Car Max,dd-311002,Y,
2209,23, Usamah Khan,300723,Accord,Honda,UPI,3,26520,08-10-2021 03:58,Beckley,West Virginia,AutoTrader,AO-402702,Y,
2210,6, Alex Poppins,300786,Civic,Honda,Wallet,5,22550,1/28/2021 18:51,Lynchburg,Virginia,eBay,vd-789533,Y,
2211,6, Alex Poppins,300451,Corolla,Toyota,Internet Banking,11,20425,4/24/2021 14:25,Little Rock,Arkansas,Carvana,mc-699361,Y,
2212,1, John Smith,300857,Model Y,Tesla,UPI,8,65990,08-11-2021 20:35,Charleston,South Carolina,Carvana,IC-536083,Y,
2213,8, Justin Thomas,300857,Model Y,Tesla,UPI,17,65990,5/30/2021 21:08,Mobile,Alabama,Carfax,EG-582390,Y,
2214,13, James Rodriguez,300995,Altima,Nissan,Card,18,24900,8/20/2021 13:07,Wilmington,North Carolina,Carfax,sx-358590,Y,
2215,19, Jordan Brown,400562,Wrangler,Jeep,Wallet,6,30295,03-08-2021 03:39,Little Rock,Arkansas,AutoTrader,gY-564675,Y,
2216,18, Susan Boyle,300479,Camry,Toyota,Wallet,11,25945,12/13/2021 1:05,Tallahassee,Florida,eBay,uM-516289,Y,
2217,8, Justin Thomas,100494,Highlander,Toyota,UPI,9,35855,3/21/2021 6:06,Athens,Georgia,Car Max,NJ-762713,Y,
2218,15, Micheal Smith,200482,RAV4,Toyota,UPI,14,26975,04-11-2021 13:51,Athens,Georgia,AutoTrader,lQ-083801,Y,
2219,21, Louis Way,200787,CR-V,Honda,Wallet,5,26800,10-07-2021 00:00,Huntington,West Virginia,AutoTrader,sp-526093,Y,
2220,3,Alexander Hopkins,100648,Sierra,GMC,Card,10,37195,4/29/2021 21:21,Louisville,Kentucky,AutoTrader,yV-070640,Y,
2221,9, Chloe Howells,200261,Escape,Ford,Card,6,27185,09-11-2021 09:45,Fort Smith,Arkansas,Carvana,yj-817116,Y,
2222,16, Dave Hernandez,200787,CR-V,Honda,Internet Banking,8,26800,8/22/2021 23:54,Shreveport,Louisiana,Carvana,TX-489913,Y,
2223,16, Dave Hernandez,300995,Altima,Nissan,Card,3,24900,04-01-2021 20:12,Greensboro,North Carolina,Car Max,kY-226490,Y,
2224,5, Brandon Johnson,201081,Tucson,Hyundai,Card,6,24950,9/20/2021 2:13,Montgomery,Alabama,Carvana,qT-297155,Y,
2225,18, Susan Boyle,200233,Explorer,Ford,Card,6,35510,07-10-2021 21:06,Greenville,South Carolina,Carfax,Cq-096755,Y,
2226,23, Usamah Khan,200528,Grand Cherokee,Jeep,Internet Banking,12,39000,03-06-2021 14:42,Meridian,Mississippi,AutoTrader,Jf-885283,N,Credit or debit card is expired 
2227,4, Rashid Matthews,200482,RAV4,Toyota,Card,21,26975,3/18/2021 15:50,Chattanooga,Tennessee,AutoTrader,GI-479128,Y,
2228,6, Alex Poppins,200233,Explorer,Ford,UPI,10,35510,05-11-2021 14:20,Asheville,North Carolina,Carvana,PY-602332,Y,
2229,20, Ryan Collier,300804,Model 3,Tesla,Wallet,16,46990,10-05-2021 18:28,Jackson,Kentucky,Carvana,ta-215913,Y,
2230,19, Jordan Brown,400562,Wrangler,Jeep,Wallet,2,30295,11/16/2021 21:49,Dulles,Virginia,eBay,kr-389979,Y,
2231,25, Karen Smith,400562,Wrangler,Jeep,Wallet,10,30295,9/19/2021 21:41,Fort Myers,Florida,eBay,jo-905230,N,Credit or debit card is canceled
2232,16, Dave Hernandez,201137,CX-5,Mazda,Internet Banking,3,26250,6/27/2021 9:41,Charleston,South Carolina,eBay,AO-781912,Y,
2233,15, Micheal Smith,100379,1500,Ram,Wallet,2,33975,12-03-2021 18:44,Cape Hatteras,North Carolina,Carvana,Mc-069522,Y,
2234,18, Susan Boyle,100494,Highlander,Toyota,Wallet,19,35855,4/14/2021 9:03,Savannah,Georgia,eBay,HQ-133228,N,The billing address is invalid 
2235,15, Micheal Smith,200122,Equinox,Chevrolet,Internet Banking,11,26300,8/22/2021 14:48,Macon,Georgia,AutoTrader,Sf-546483,Y,
2236,8, Justin Thomas,100243,F-150,Ford,Card,13,45525,6/29/2021 0:50,Daytona Beach,Florida,Carfax,mC-944478,Y,
2237,9, Chloe Howells,201278,Outback,Subaru,Internet Banking,11,26945,1/16/2021 9:01,Columbus,Georgia,Carfax,uH-545687,N,Credit or debit card is expired 
2238,4, Rashid Matthews,200122,Equinox,Chevrolet,Internet Banking,19,26300,04-04-2021 22:54,Spartanburg,South Carolina,AutoTrader,uW-737008,Y,
2239,17, Maria Garcia,200787,CR-V,Honda,Wallet,21,26800,08-02-2021 08:25,Paducah,Kentucky,Carvana,SE-871485,Y,
2240,23, Usamah Khan,100494,Highlander,Toyota,Card,1,35855,9/18/2021 7:35,Charleston,West Virginia,Carfax,sG-617693,Y,
2241,13, James Rodriguez,100243,F-150,Ford,Internet Banking,17,45525,6/14/2021 10:53,Greenville,South Carolina,Car Max,tV-304123,Y,
2242,11, Chris Jones,100409,Tacoma,Toyota,Card,14,27150,08-10-2021 02:23,Huntsville,Alabama,AutoTrader,mh-075941,Y,
2243,9, Chloe Howells,200122,Equinox,Chevrolet,Card,17,26300,1/28/2021 21:22,Montgomery,Alabama,Car Max,oN-668999,Y,
2244,4, Rashid Matthews,201137,CX-5,Mazda,Internet Banking,4,26250,07-10-2021 22:27,Asheville,North Carolina,Car Max,gv-544138,N,Incorrect Pin
2245,6, Alex Poppins,201137,CX-5,Mazda,Card,4,26250,10-05-2021 13:44,High Point,North Carolina,Car Max,df-563685,Y,
2246,13, James Rodriguez,100409,Tacoma,Toyota,UPI,1,27150,3/25/2021 6:06,Little Rock,Arkansas,AutoTrader,Uj-181370,Y,
2247,12, Eric Kemsley,201137,CX-5,Mazda,Card,2,26250,12/17/2021 22:23,Atlanta,Georgia,Car Max,lR-175617,Y,
2248,14, Kumar Singh,200794,HR-V,Honda,Wallet,4,23650,3/31/2021 16:32,Chattanooga,Tennessee,eBay,XV-826796,Y,
2249,20, Ryan Collier,300479,Camry,Toyota,Wallet,9,25945,05-10-2021 11:12,Mobile,Alabama,Carvana,mo-950584,Y,
2250,18, Susan Boyle,200967,Rogue,Nissan,Card,7,27150,02-04-2021 12:22,Fort Smith,Arkansas,Carfax,tl-229774,Y,
2251,4, Rashid Matthews,400562,Wrangler,Jeep,Card,4,30295,02-11-2021 12:04,Huntington,West Virginia,AutoTrader,SP-545196,Y,
2252,8, Justin Thomas,300804,Model 3,Tesla,Wallet,5,46990,12-02-2021 03:39,North Little Rock,Arkansas,Car Max,Bx-551936,Y,
2253,13, James Rodriguez,300995,Altima,Nissan,Internet Banking,14,24900,8/18/2021 9:48,Fort Smith,Arkansas,Carvana,On-416950,Y,
2254,3,Alexander Hopkins,300857,Model Y,Tesla,UPI,13,65990,04-11-2021 08:14,Dulles,Virginia,Car Max,ba-389114,Y,
2255,1, John Smith,100379,1500,Ram,Internet Banking,17,33975,5/14/2021 21:47,Memphis,Tennessee,Car Max,ya-677802,Y,
2256,24, Amy Barnes,200794,HR-V,Honda,UPI,6,23650,05-08-2021 14:54,Kingsport,Tennessee,eBay,cq-516096,N,Incorrect Pin
2257,23, Usamah Khan,200482,RAV4,Toyota,Internet Banking,12,26975,5/17/2021 19:50,Chattanooga,Tennessee,AutoTrader,KH-578180,Y,
2258,15, Micheal Smith,200967,Rogue,Nissan,Internet Banking,5,27150,2/18/2021 20:45,Roanoke,Virginia,Carvana,ab-467633,Y,
2259,2, Mary Jane,200967,Rogue,Nissan,Wallet,12,27150,7/17/2021 16:57,Apalachicola,Florida,Carvana,Sn-180857,Y,
2260,3,Alexander Hopkins,100409,Tacoma,Toyota,Internet Banking,3,27150,1/18/2021 8:10,Charleston,West Virginia,Carfax,ne-941405,Y,
2261,11, Chris Jones,100494,Highlander,Toyota,Card,15,35855,12/15/2021 17:25,Elkins,West Virginia,Carvana,Mm-289919,Y,
2262,20, Ryan Collier,100409,Tacoma,Toyota,UPI,14,27150,11-06-2021 02:26,Memphis,Tennessee,Carfax,NJ-299513,N,Credit or debit card is expired 
2263,2, Mary Jane,200794,HR-V,Honda,UPI,6,23650,4/15/2021 1:48,Dulles,Virginia,Carfax,Xc-636040,Y,
2264,19, Jordan Brown,201081,Tucson,Hyundai,Card,4,24950,12-07-2021 18:16,Elkins,West Virginia,Carfax,td-901279,Y,
2265,15, Micheal Smith,200967,Rogue,Nissan,UPI,8,27150,07-09-2021 00:31,Beckley,West Virginia,Carvana,OJ-496276,N,Credit or debit card is canceled
2266,12, Eric Kemsley,100145,Silverado,Chevrolet,UPI,11,34600,05-06-2021 23:10,Dulles,Virginia,Carvana,Hh-004428,N,The billing address is invalid 
2267,12, Eric Kemsley,200787,CR-V,Honda,UPI,15,26800,05-05-2021 01:37,Shreveport,Louisiana,Car Max,Hj-142605,Y,
2268,10, Max Halloway,100243,F-150,Ford,Wallet,13,45525,12-05-2021 05:57,Huntington,West Virginia,Carvana,Vo-896943,N,The consumers account is suspended or closed 
2269,11, Chris Jones,200794,HR-V,Honda,Card,19,23650,5/28/2021 7:03,Nashville,Tennessee,Carfax,ZH-326687,Y,
2270,15, Micheal Smith,200233,Explorer,Ford,Wallet,11,35510,12/29/2021 0:14,Jackson,Mississippi,eBay,jL-329165,N,The consumers account is suspended or closed 
2271,10, Max Halloway,201137,CX-5,Mazda,Card,14,26250,12-04-2021 21:52,Fort Smith,Arkansas,AutoTrader,yc-683881,N,Credit or debit card is canceled
2272,22, Jenny Pickard,100145,Silverado,Chevrolet,Internet Banking,6,34600,1/17/2021 2:47,Greenville,South Carolina,Carvana,Xv-169313,Y,
2273,13, James Rodriguez,200967,Rogue,Nissan,Internet Banking,18,27150,3/31/2021 14:18,Greenville,South Carolina,Carfax,dG-891434,Y,
2274,10, Max Halloway,200787,CR-V,Honda,Internet Banking,6,26800,7/19/2021 5:18,Louisville,Kentucky,Car Max,KB-633947,Y,
2275,4, Rashid Matthews,300995,Altima,Nissan,UPI,3,24900,6/24/2021 8:10,Huntington,West Virginia,AutoTrader,YH-996246,N,Incorrect Pin
2276,6, Alex Poppins,100409,Tacoma,Toyota,Internet Banking,18,27150,09-06-2021 00:23,Macon,Georgia,Carfax,NZ-475363,Y,
2277,24, Amy Barnes,100648,Sierra,GMC,UPI,19,37195,01-09-2021 09:20,Beckley,West Virginia,Carvana,ax-517876,N,The payment gateway does not support
2278,3,Alexander Hopkins,200482,RAV4,Toyota,Card,20,26975,06-12-2021 15:47,Tupelo,Mississippi,Carvana,if-878880,Y,
2279,6, Alex Poppins,100243,F-150,Ford,Internet Banking,16,45525,09-05-2021 21:27,Montgomery,Alabama,Carfax,Lq-407791,Y,
2280,18, Susan Boyle,400562,Wrangler,Jeep,UPI,7,30295,03-10-2021 06:44,Little Rock,Arkansas,Car Max,oE-618872,Y,
2281,1, John Smith,300804,Model 3,Tesla,Wallet,13,46990,12/18/2021 14:00,Huntsville,Alabama,AutoTrader,Xt-747617,Y,
2282,15, Micheal Smith,100145,Silverado,Chevrolet,Card,8,34600,5/17/2021 17:31,Richmond,Virginia,Car Max,xz-639876,Y,
2283,25, Karen Smith,200482,RAV4,Toyota,Card,19,26975,10-12-2021 00:05,Paducah,Kentucky,Carvana,BY-122791,Y,
2284,16, Dave Hernandez,201137,CX-5,Mazda,UPI,17,26250,07-09-2021 21:22,Spartanburg,South Carolina,AutoTrader,qi-532584,N,Incorrect Pin
2285,5, Brandon Johnson,100145,Silverado,Chevrolet,Internet Banking,5,34600,05-08-2021 13:13,Baton Rouge,Louisiana,Carvana,fu-220365,Y,
2286,2, Mary Jane,200794,HR-V,Honda,Card,16,23650,07-03-2021 15:29,Beckley,West Virginia,eBay,Zl-838788,Y,
2287,14, Kumar Singh,100494,Highlander,Toyota,Card,15,35855,8/31/2021 8:54,Greensboro,North Carolina,Car Max,rT-806647,Y,
2288,10, Max Halloway,200122,Equinox,Chevrolet,Wallet,15,26300,8/21/2021 21:18,Dulles,Virginia,AutoTrader,MM-281995,Y,
2289,4, Rashid Matthews,100648,Sierra,GMC,Card,19,37195,05-03-2021 21:15,Daytona Beach,Florida,AutoTrader,Ph-236666,Y,
2290,8, Justin Thomas,100379,1500,Ram,Card,13,33975,5/27/2021 16:39,Tupelo,Mississippi,AutoTrader,JI-059084,Y,
2291,23, Usamah Khan,201081,Tucson,Hyundai,Card,11,24950,1/28/2021 11:07,Paducah,Kentucky,eBay,Dl-306708,N,The payment gateway does not support
2292,16, Dave Hernandez,201137,CX-5,Mazda,UPI,19,26250,12-11-2021 08:31,Jackson,Mississippi,Carfax,oM-907654,Y,
2293,15, Micheal Smith,300995,Altima,Nissan,Card,19,24900,04-09-2021 11:17,New Orleans,Louisiana,eBay,Th-775406,Y,
2294,4, Rashid Matthews,200794,HR-V,Honda,Wallet,7,23650,12/14/2021 15:21,New Orleans,Louisiana,eBay,LG-481643,Y,
2295,24, Amy Barnes,100379,1500,Ram,Wallet,7,33975,05-05-2021 19:40,Montgomery,Alabama,Carvana,Ng-660923,Y,
2296,14, Kumar Singh,300857,Model Y,Tesla,Internet Banking,11,65990,06-12-2021 17:28,Jackson,Mississippi,Car Max,qO-742604,N,Incorrect Pin
2297,23, Usamah Khan,300479,Camry,Toyota,UPI,2,25945,05-07-2021 21:04,Daytona Beach,Florida,Carvana,sF-150741,N,The consumers account is suspended or closed 
2298,21, Louis Way,300995,Altima,Nissan,UPI,2,24900,6/23/2021 11:28,Greenville,South Carolina,Carvana,PK-408734,Y,
2299,13, James Rodriguez,300451,Corolla,Toyota,UPI,12,20425,12-04-2021 00:50,Columbia,South Carolina,Carfax,KF-312561,Y,
2300,17, Maria Garcia,100409,Tacoma,Toyota,Wallet,3,27150,4/30/2021 14:19,Beckley,West Virginia,AutoTrader,XY-425477,Y,
2301,23, Usamah Khan,201081,Tucson,Hyundai,Card,3,24950,9/21/2021 4:31,Columbia,South Carolina,eBay,Wh-697737,Y,
2302,8, Justin Thomas,201278,Outback,Subaru,UPI,15,26945,5/13/2021 13:06,Kingsport,Tennessee,eBay,dW-654462,Y,
2303,11, Chris Jones,200233,Explorer,Ford,Internet Banking,11,35510,4/13/2021 21:34,Charlotte,North Carolina,eBay,oL-924271,Y,
2304,13, James Rodriguez,201081,Tucson,Hyundai,Card,21,24950,09-09-2021 06:46,Meridian,Mississippi,AutoTrader,mH-654891,N,Merchant account blocks the transaction
2305,18, Susan Boyle,100409,Tacoma,Toyota,Card,20,27150,01-08-2021 20:29,Winston-Salem,North Carolina,Car Max,uI-722801,N,The billing address is invalid 
2306,4, Rashid Matthews,100494,Highlander,Toyota,Wallet,17,35855,4/28/2021 9:50,Lynchburg,Virginia,eBay,bu-182915,Y,
2307,3,Alexander Hopkins,100494,Highlander,Toyota,Internet Banking,7,35855,1/27/2021 18:34,North Little Rock,Arkansas,Carfax,eq-524658,Y,
2308,6, Alex Poppins,100379,1500,Ram,UPI,6,33975,7/19/2021 7:06,Little Rock,Arkansas,Car Max,aH-228017,Y,
2309,6, Alex Poppins,100409,Tacoma,Toyota,Wallet,1,27150,5/17/2021 11:36,Paducah,Kentucky,eBay,CK-211645,Y,
2310,16, Dave Hernandez,200233,Explorer,Ford,Wallet,8,35510,9/16/2021 12:49,Dulles,Virginia,AutoTrader,Mm-641568,Y,
2311,11, Chris Jones,201278,Outback,Subaru,Card,5,26945,6/17/2021 16:02,Athens,Georgia,Car Max,NH-506417,Y,
2312,23, Usamah Khan,200528,Grand Cherokee,Jeep,UPI,5,39000,6/14/2021 2:15,Miami,Florida,Car Max,hO-241952,Y,
2313,2, Mary Jane,100145,Silverado,Chevrolet,Card,19,34600,3/23/2021 16:49,New Orleans,Louisiana,AutoTrader,od-278468,N,The payment gateway does not support
2314,17, Maria Garcia,300804,Model 3,Tesla,Internet Banking,20,46990,02-04-2021 17:09,West Palm Beach,Florida,Carfax,xD-025924,Y,
2315,11, Chris Jones,200261,Escape,Ford,UPI,11,27185,8/26/2021 13:06,Charleston,South Carolina,eBay,Jf-047139,Y,
2316,9, Chloe Howells,200122,Equinox,Chevrolet,Card,15,26300,11/22/2021 8:18,Shreveport,Louisiana,Carvana,AB-130144,Y,
2317,18, Susan Boyle,100409,Tacoma,Toyota,Card,21,27150,7/14/2021 7:39,Chattanooga,Tennessee,Carvana,ZN-661036,N,Incorrect Pin
2318,19, Jordan Brown,200261,Escape,Ford,Internet Banking,10,27185,4/29/2021 0:48,North Little Rock,Arkansas,Car Max,vt-131307,N,Credit or debit card is expired 
2319,16, Dave Hernandez,200261,Escape,Ford,Internet Banking,8,27185,11/26/2021 20:07,Tupelo,Mississippi,Car Max,dz-548263,N,Credit or debit card is canceled
2320,1, John Smith,300479,Camry,Toyota,Internet Banking,20,25945,10/29/2021 16:16,Lake Charles,Louisiana,Carfax,jx-058719,Y,
2321,18, Susan Boyle,300786,Civic,Honda,Card,18,22550,09-03-2021 07:20,Nashville,Tennessee,Carfax,vt-475320,Y,
2322,5, Brandon Johnson,100243,F-150,Ford,Card,8,45525,2/16/2021 9:14,Macon,Georgia,Car Max,Gi-811706,N,Incorrect Pin
2323,1, John Smith,100243,F-150,Ford,UPI,3,45525,2/22/2021 16:12,Johnson City,Tennessee,Car Max,kA-332579,N,The payment gateway does not support
2324,21, Louis Way,300786,Civic,Honda,Wallet,7,22550,02-07-2021 02:13,Huntington,West Virginia,AutoTrader,WR-662729,N,The consumers account is suspended or closed 
2325,7, Calvin Harris,200794,HR-V,Honda,Wallet,8,23650,9/13/2021 11:55,Roanoke,Virginia,eBay,ZK-250513,Y,
2326,14, Kumar Singh,201137,CX-5,Mazda,Internet Banking,10,26250,7/17/2021 11:35,Huntsville,Alabama,Carfax,fZ-287827,Y,
2327,22, Jenny Pickard,201081,Tucson,Hyundai,UPI,11,24950,7/27/2021 9:42,Montgomery,Alabama,Car Max,cc-347217,Y,
2328,18, Susan Boyle,100409,Tacoma,Toyota,Card,13,27150,9/21/2021 9:04,Montgomery,Alabama,AutoTrader,Cb-719078,Y,
2329,14, Kumar Singh,100145,Silverado,Chevrolet,Internet Banking,9,34600,10/17/2021 8:10,Macon,Georgia,AutoTrader,pM-129974,N,The payment gateway does not support
2330,7, Calvin Harris,100494,Highlander,Toyota,Card,18,35855,02-04-2021 17:11,Huntsville,Alabama,eBay,Zy-771100,Y,
2331,16, Dave Hernandez,400562,Wrangler,Jeep,Card,16,30295,02-01-2021 15:20,Lake Charles,Louisiana,Carvana,CI-827944,Y,
2332,23, Usamah Khan,200261,Escape,Ford,UPI,9,27185,07-03-2021 00:26,Charleston,South Carolina,Car Max,rK-904374,Y,
2333,23, Usamah Khan,200233,Explorer,Ford,UPI,21,35510,04-03-2021 03:58,Meridian,Mississippi,AutoTrader,pF-518806,Y,
2334,18, Susan Boyle,300857,Model Y,Tesla,Wallet,8,65990,4/19/2021 4:10,Tupelo,Mississippi,eBay,wb-582207,N,The payment gateway does not support
2335,3,Alexander Hopkins,300786,Civic,Honda,Internet Banking,17,22550,10-09-2021 02:02,Roanoke,Virginia,AutoTrader,rU-845693,Y,
2336,22, Jenny Pickard,200122,Equinox,Chevrolet,UPI,4,26300,1/15/2021 5:42,Jackson,Mississippi,Carvana,qw-016690,N,Incorrect Pin
2337,7, Calvin Harris,300786,Civic,Honda,Internet Banking,1,22550,2/24/2021 16:59,Jackson,Kentucky,Car Max,Ap-373773,Y,
2338,1, John Smith,200233,Explorer,Ford,Wallet,20,35510,9/24/2021 7:53,Greenville,South Carolina,Car Max,pO-038661,Y,
2339,14, Kumar Singh,200787,CR-V,Honda,UPI,10,26800,11/24/2021 13:37,North Little Rock,Arkansas,Carfax,OU-381756,Y,
2340,6, Alex Poppins,200122,Equinox,Chevrolet,Card,11,26300,1/26/2021 5:29,Daytona Beach,Florida,Carfax,JW-224068,N,The payment gateway does not support
2341,25, Karen Smith,300857,Model Y,Tesla,Card,8,65990,11/29/2021 9:53,Montgomery,Alabama,Carvana,Zd-896953,Y,
2342,8, Justin Thomas,200482,RAV4,Toyota,Card,11,26975,1/18/2021 18:51,Oak Ridge,Tennessee,AutoTrader,op-102167,N,Incorrect Pin
2343,22, Jenny Pickard,200261,Escape,Ford,Card,20,27185,3/31/2021 13:35,Tallahassee,Florida,Car Max,Ez-796751,N,Incorrect Pin
2344,4, Rashid Matthews,100379,1500,Ram,Wallet,17,33975,11/22/2021 17:02,Greensboro,North Carolina,Carvana,Dd-808366,Y,
2345,22, Jenny Pickard,200122,Equinox,Chevrolet,Wallet,4,26300,10/31/2021 20:52,Fort Smith,Arkansas,Carvana,gj-794621,Y,
2346,18, Susan Boyle,200528,Grand Cherokee,Jeep,Wallet,21,39000,02-06-2021 19:48,Lake Charles,Louisiana,Carfax,yS-406430,Y,
2347,23, Usamah Khan,201081,Tucson,Hyundai,UPI,11,24950,10/28/2021 14:48,Greensboro,North Carolina,Carvana,vr-270407,Y,
2348,18, Susan Boyle,200261,Escape,Ford,Internet Banking,14,27185,02-09-2021 06:53,New Orleans,Louisiana,Carvana,ne-734585,Y,
2349,23, Usamah Khan,100409,Tacoma,Toyota,Card,20,27150,03-12-2021 21:24,Meridian,Mississippi,Carvana,Dp-212811,Y,
2350,6, Alex Poppins,200787,CR-V,Honda,UPI,8,26800,03-10-2021 12:56,Lake Charles,Louisiana,Carfax,Rj-882197,Y,
2351,19, Jordan Brown,200233,Explorer,Ford,Internet Banking,21,35510,10/30/2021 12:20,Richmond,Virginia,Carfax,ZK-109312,Y,
2352,9, Chloe Howells,200122,Equinox,Chevrolet,Wallet,21,26300,06-01-2021 14:42,Jackson,Kentucky,Carfax,bq-506331,Y,
2353,15, Micheal Smith,100145,Silverado,Chevrolet,Internet Banking,18,34600,06-11-2021 14:31,Tupelo,Mississippi,Car Max,Cd-408080,Y,
2354,23, Usamah Khan,201137,CX-5,Mazda,Card,11,26250,10/25/2021 7:13,Nashville,Tennessee,Car Max,Vo-682751,Y,
2355,3,Alexander Hopkins,200787,CR-V,Honda,UPI,11,26800,1/29/2021 14:50,Jackson,Mississippi,Carvana,ND-019345,Y,
2356,25, Karen Smith,200967,Rogue,Nissan,UPI,14,27150,05-12-2021 01:32,Louisville,Kentucky,eBay,Ao-153097,Y,
2357,1, John Smith,300786,Civic,Honda,Internet Banking,21,22550,5/19/2021 18:27,Jackson,Mississippi,AutoTrader,zl-850992,Y,
2358,14, Kumar Singh,200528,Grand Cherokee,Jeep,Wallet,13,39000,10-04-2021 23:46,Huntsville,Alabama,Car Max,ER-827750,Y,
2359,22, Jenny Pickard,201278,Outback,Subaru,UPI,8,26945,5/18/2021 1:16,Greensboro,North Carolina,AutoTrader,cn-846574,Y,
2360,19, Jordan Brown,201081,Tucson,Hyundai,Card,21,24950,7/17/2021 9:55,Kingsport,Tennessee,eBay,ST-238064,Y,
2361,19, Jordan Brown,200122,Equinox,Chevrolet,Wallet,4,26300,10/26/2021 2:09,Winston-Salem,North Carolina,AutoTrader,LR-394675,Y,
2362,23, Usamah Khan,200787,CR-V,Honda,Internet Banking,10,26800,7/13/2021 15:16,Lynchburg,Virginia,Carfax,kf-548249,N,Credit or debit card is canceled
2363,4, Rashid Matthews,201137,CX-5,Mazda,Internet Banking,6,26250,11/30/2021 1:22,Mobile,Alabama,Carvana,Jt-657380,N,The consumers account is suspended or closed 
2364,1, John Smith,200122,Equinox,Chevrolet,Wallet,14,26300,9/19/2021 18:05,Savannah,Georgia,Carfax,bm-544182,Y,
2365,25, Karen Smith,400562,Wrangler,Jeep,Card,19,30295,12-07-2021 03:58,Meridian,Mississippi,AutoTrader,Bq-733547,Y,
2366,19, Jordan Brown,100409,Tacoma,Toyota,Internet Banking,20,27150,07-07-2021 01:05,Mobile,Alabama,Car Max,DB-712035,Y,
2367,3,Alexander Hopkins,201137,CX-5,Mazda,Wallet,2,26250,8/21/2021 17:39,Norfolk,Virginia,AutoTrader,uL-933485,N,Credit or debit card is canceled
2368,22, Jenny Pickard,300723,Accord,Honda,UPI,8,26520,2/14/2021 15:33,Meridian,Mississippi,Car Max,pr-503869,Y,
2369,25, Karen Smith,201081,Tucson,Hyundai,Internet Banking,21,24950,04-12-2021 07:18,Fort Smith,Arkansas,Carfax,Ra-605713,Y,
2370,4, Rashid Matthews,400562,Wrangler,Jeep,Internet Banking,7,30295,1/16/2021 1:57,Huntsville,Alabama,eBay,TD-975655,Y,
2371,1, John Smith,201081,Tucson,Hyundai,UPI,16,24950,5/24/2021 23:27,Miami,Florida,Carvana,Hr-825618,N,Incorrect Pin
2372,1, John Smith,300804,Model 3,Tesla,Wallet,12,46990,01-12-2021 09:00,Meridian,Mississippi,eBay,ta-146069,Y,
2373,20, Ryan Collier,200261,Escape,Ford,Card,18,27185,10-05-2021 23:51,Spartanburg,South Carolina,eBay,jw-368282,N,Credit or debit card is expired 
2374,5, Brandon Johnson,100243,F-150,Ford,Wallet,12,45525,3/30/2021 13:29,Lynchburg,Virginia,Car Max,OF-743485,Y,
2375,4, Rashid Matthews,100379,1500,Ram,UPI,8,33975,6/24/2021 2:19,Elkins,West Virginia,Carfax,Ml-114236,Y,
2376,17, Maria Garcia,400562,Wrangler,Jeep,Card,13,30295,10/20/2021 9:36,Jackson,Kentucky,AutoTrader,ta-836150,N,Merchant account blocks the transaction
2377,15, Micheal Smith,100648,Sierra,GMC,UPI,21,37195,12/18/2021 8:59,Johnson City,Tennessee,AutoTrader,qE-773034,N,The billing address is invalid 
2378,17, Maria Garcia,200482,RAV4,Toyota,Wallet,10,26975,01-03-2021 19:52,Meridian,Mississippi,Car Max,Ja-894066,Y,
2379,23, Usamah Khan,300857,Model Y,Tesla,UPI,2,65990,3/22/2021 7:07,Charlotte,North Carolina,Car Max,cZ-984270,Y,
2380,11, Chris Jones,300479,Camry,Toyota,Internet Banking,5,25945,02-03-2021 22:18,Charleston,West Virginia,Car Max,le-652189,Y,
2381,7, Calvin Harris,100494,Highlander,Toyota,UPI,15,35855,12/28/2021 7:32,Huntington,West Virginia,eBay,mn-718440,Y,
2382,15, Micheal Smith,300786,Civic,Honda,Internet Banking,18,22550,08-09-2021 02:35,Elkins,West Virginia,Carvana,tc-651181,Y,
2383,6, Alex Poppins,300723,Accord,Honda,Internet Banking,8,26520,06-02-2021 05:10,Atlanta,Georgia,Carfax,dh-687703,Y,
2384,12, Eric Kemsley,200233,Explorer,,Internet Banking,5,35510,01-09-2021 01:10,Greensboro,North Carolina,Carfax,VP-766167,Y,
2385,17, Maria Garcia,300995,Altima,Nissan,Wallet,5,24900,4/30/2021 4:47,Tampa,Florida,Carfax,id-874919,Y,
2386,3,Alexander Hopkins,300786,Civic,Honda,Card,10,22550,4/15/2021 7:04,Louisville,Kentucky,AutoTrader,ZL-354654,N,Merchant account blocks the transaction
2387,10, Max Halloway,300857,Model Y,Tesla,Card,2,65990,4/20/2021 6:59,Columbia,South Carolina,Carvana,yb-537485,Y,
2388,15, Micheal Smith,300479,Camry,Toyota,Card,6,25945,11/25/2021 1:59,Johnson City,Tennessee,Carfax,na-967359,Y,
2389,18, Susan Boyle,300451,Corolla,Toyota,UPI,5,20425,8/18/2021 17:31,Tupelo,Mississippi,Carfax,zN-956865,Y,
